,pmid,flag,structure
4936,16775857,0, BACKGROUND PRINCIPLES TESTING Considerations Setting Target Groups Elements of Testing Frequency of Testing TREATMENT Whom to Treat Medicines INFORMATION SYSTEMS FINDING RESOURCES AND PERSUADING GOVERNMENTS ACKNOWLEDGMENTS
4937,15505017,0," D BIOLOGIC ACTIONS OF CHROMIUM -H o w c h r o m i u m Biochemistry Chromium in diabetes and cardiovascular risk CLINICAL INTERVENTION WITH CHROMIUM -T h e m o s t recent recommendations of the American Review of the literature Chromium in diabetes and cardiovascular risk Individuals with diabetes Cefalu and Hu d t h e e f f e c t s o f c h r o m i u m supplementation in patients with components of the metabolic syndrome. Cefalu et al. (64) assessed the effects of 8 months of treatment with CrP (1,000 Individuals without diabetes Chromium in diabetes and cardiovascular risk Chromium effects on body weight and composition Chromium in diabetes and cardiovascular risk"
4938,20420649,0," Introduction Liver Transplant Waiting List MELD exception and scores Removal from waiting list Liver Transplant Recipient Characteristics MELD exception rates and scores The distribution of HCC exception scores among liver transplant recipients between 2002 and 2008 is shown in Loco-regional therapy for HCC Waiting time Comorbidities and renal insufficiency Recipients of DCD grafts Liver Transplantation in the United States, 1999-2008 Recipient age Etiology of liver disease Hospitalization status Cold ischemia time Recipient characteristics Donor factors Retransplantation Retransplantation trends by donor characteristics Retransplantation trends by recipient characteristics Timing and indications for liver retransplantation Outcomes of retransplantation SLK Transplantation Cause of liver disease Cause of renal disease Survival Summary Liver Transplantation in the United States, 1999-2008"
4939,24927961,1, Background Methods Statistical analysis Results Discussion Additive effects between CKD and hypoglycaemia on death Hypoglycaemia and all-cause deaths Limitations Conclusions Ethical approval
4940,21323731,1, Purpose Methods Results Conclusions
4941,23911187,0, Introduction Low Molecular Weight Materials Degradation of Glucose Oxidase Degradation of Glutaraldehyde Cross-Linked Glucose Oxidase Proposed Strategies for Improving Glucose Oxidase Stability Silica Sol-Gel Encapsulation Glucose Oxidase Molecular Cloning Conclusions
4942,27271476,1, Introduction Methods Statistical analysis Results Discussion Study limitations Conclusion
4943,12866342,1, Method Results Discussion
4944,11421435,1, Methods Results Discussion
4945,20799591,1, Introduction Methods Sample Data collection Ethical issues Analysis Results ‫املتوسط‬ ‫لرشق‬ ‫الصحية‬ ‫املجلة‬ ‫عرش‬ ‫السادس‬ ‫املجلد‬ ‫السادس‬ ‫العدد‬ Discussion
4946,11781353,1, Introduction Methods Results and Discussion
4947,19789633,1, Introduction Results Discussion Materials and Methods Study Design and Patients Statistical Considerations
4948,27935822,0, Introduction Characteristics of adipocytes Adipogenesis and its regulation Adipose tissue as an energy storage organ 231:3 The endocrine function of adipose tissue Leptin 231:3 Adiponectin Resistin FGF21 Thermogenic function of brown and beige adipose tissue The therapeutic potential of brown and beige fat for the treatment of obesity and diabetes 231:3 Regulation of non-shivering thermogenesis 231:3 Conclusions Declaration of interest Funding 231:3
4949,14759687,0, Introduction ARTICLE IN PRESS What are the goals of genetic services? ARTICLE IN PRESS ARTICLE IN PRESS Process variables ARTICLE IN PRESS Perceived personal control ARTICLE IN PRESS Meeting patient expectations Genetic counseling processes System-based outcomes Health status Other issues to consider when evaluating genetic services Complexities associated with different genetic conditions Methodological limitations of previous studies Unintended effects of genetic technologies Conclusion
4950,16898040,0, Research letters References
4951,15717166,0, Introduction Glomerular facilitative glucose transporters in diabetes Effects of increased GLUT1 and glucose metabolic flux on glomerular cells Effects of increased GLUT1 expression on signaling in glomerular mesangial cells
4952,24948189,0, Timing isn't everything: A case of recurrent angio-oedema Ethical disclosures
4953,29178923,1, (Continued from previous page) Background Diabetes and female adolescents Adolescence Guided self-determination-young Study aim and hypothesis Methods/design Participants Randomization Intervention Measures and data collection Primary outcome Secondary outcomes Data management Confidentiality Statistical analysis and power calculation Data monitoring Discussion Trial status Additional file
4954,28359252,1," Background Methods Study design and patient population Clinical and laboratory evaluation Urinary protein preparation Two-dimensional electrophoresis 2-DE pattern analysis, statistics, and data presentation Results Discussion Conclusion Additional files"
4955,25973954,0, Introduction Methods Patients Study protocol Hemodialysis treatment Laboratory procedures and definitions Statistical analysis Results Patients Predialysis copeptin levels and physiological stimuli Intradialytic change of plasma copeptin levels and physiological stimuli Sensitivity analyses Discussion Determinants Conclusion Supporting Information
4956,18199356,1, INTRODUCTION MATERIALS AND METHODS RESULTS COMMENTS CONCLUSIONS CONFLICT OF INTEREST
4957,22473318,0, Introduction Material and Methods Alveolar bone collection Reagents and instruments Osteoblast culture Alkaline phosphatase staining Alizarin red staining Cell growth curve Alkaline phosphatase content BGP concentration in osteoblast supernatant fluid Human COL-I concentration in osteoblast supernatant fluid Nonspecific immunofluorescence staining and cell count Results Osteoblast morphology and growth conditions Alkaline phosphatase staining Alizarin red staining Colorimetric analysis of thiazole blue Quantitative assessment of alkaline phosphatase activity Determination of BGP concentration COL-I concentration Immunofluorescence staining and cell count Discussion
4958,12770973,1, Topic collections METHODS RESULTS DISCUSSION
4959,23087858,1, IntRoductIon mateRIals and methods Subjects Methods Definitions Parasympathetic abnormality: Patient is defined to have Sympathetic abnormality: Patient is defined to have Statistical methods dIscussIon
4960,24606515,0, REGULATION OF HDL METABOLISM BY apoA-I: STUDIES IN EXPERIMENTAL ANIMALS GENETIC CAUSES OF HDL HETEROGENEITY TRANSCRIPTIONAL REGULATION OF THE apoA-I GENE THE ROLE OF HEPATOCYTE NUCLEAR FACTOR 4 IN HDL METABOLISM THE ROLE OF PEROXISOME PROLIFERATOR ACTIVATED RECEPTOR A IN HDL METABOLISM LIVER RECEPTOR HOMOLOGUE 1 AND SMALL HETERODIMER PARTNER OTHER NUCLEAR RECEPTORS IN apoA-I REGU-LATION THE ROLE OF THE DISTAL ENHANCER IN apoA-I GENE EXPRESSION IN THE LIVER AND THE IN-TESTINE THE ROLE OF HEPATOCYTE NUCLEAR FACTOR 3/FOXA2 IN HDL GENE REGULATION TRANSCRIPTIONAL REGULATION OF THE ABCA1 GENE BY LXRs MECHANISMS OF apoM GENE REGULATION IN THE LIVER Metabolism of HDL and its Regulation CONCLUSIONS CONFLICT OF INTEREST
4961,3346188,0," Teruya Nakamura Tomio Takeuchi 141, Japan"
4962,19906639,1, INTRODUCTION METHODS DISCUSSION RESULTS CONCLUSION
4963,16407633,0, The Quality of Life in Chronic Pancreatitis: The Role of Surgery Pierluigi Di Sebastiano
4964,25788368,1, Introduction Materials and methods Pump membrane and electrodes Assembly Results and discussion Features Flow control Operational life and power consumption Scaling and preferred drugs Cost of components Conclusions
4965,19794940,1, Materials and Methods Research subjects Research methods Results D iscussion 22
4966,8515568,1, PATIENTS AND METHODS Patient population: RESULTS DISCUSSION
4967,17664543,0, L E T T E R T O T H E E D I T O R
4968,15314688,1, Introduction Results Figure 2 Figure 3 Figure 4 Discussion
4969,28031313,0, Introduction Methods Search strategy Key Messages Screening strategy Data extraction and bias assessment Meta-regression Results Search and screening Study characteristics Effect of metformin on cancer risk Bias evaluation Other sources of bias 8 Meta-regression d Discussion Supplementary Data
4970,29273013,0, Background Methods Experimental design and data generation Experimental design Data generation Analytical procedures for identifying transferred mRNAs Estimating FDR Results Identify mRNA transfers potentially mediated by EVs in co-cultured adipocytes and macrophages From macrophage to adipocyte From adipocyte to macrophage Estimate the mRNA transfer rate between the two cell lines mRNA transfer simulation Calling genetic exchange on simulated data and calculating accuracy Estimation of mRNA transfer rate in the co-cultured samples Differentially expressed genes between cell lines cultured alone and co-cultured Discussion Conclusions
4971,22286653,1," INTRODUCTION PATIENTS, MATERIALS, METHODS RESULTS DISCUSSION"
4972,26789340,1, Data Collection Statistical Analysis Results:
4973,19269651,0, Introduction Assessment of cognitive function Carotid stenosis and risk of cognitive impairment Pathomechanism of cognitive impairment in carotid stenosis Carotid interventions and cognitive function Conclusion
4974,490043,0," MATERIALS AND METHODS Animals Preparation of tissue Glucose and palmitate oxidation studies Lipolysis studies Chemical determinations Statistical analysis Electron microscopy RESULTS Plasma glucose, free fatty acid, and triglyceride concentrations Muscle triglyceride content Oxidation of D-[U-'4C]glUCOSe and [l-14C]palmitic acid Effect of insulin and isoproterenol on the release of free fatty acid Stearns, Tepperman, and Tepperman Lipid metabolism in skeletal muscle Basal Effect of insulin and isoproterenol on the release of glycerol Electron microscopy DISCUSSION Steam, T e p p m n , and T e p p e m n Lipid metabolism in skeletal muscle Stearns, Tepperman, and Tef$""an"
4975,25168441,1, Introduction Methodology Statistical analysis Results Discussion Conflicts of interest
4976,2171310,0, A 8 Discussion
4977,19268466,0," 2908-2911 Tuesday, May 5, 8:30 AM -10:15 AM Hall B/C Poster Session Program Number/Board # Range: 2908 -2923 / A42 -A57 327. Retina Biochemistry and Molecular Biology (Non-photoreceptor) Organizing Section: BI -A46 Support: NEI Intramural Grant -A47 Knockdown of the FABP5 Gene Decreases Cholesterol Levels and Results in Decreased ApoB100 Secretion and Triglyceride Accumulation in ARPE-19 Retinal Pigment Epithelial Cells -A49 Characterization of Metal-Ion-Binding and Free Radical Properties of Experimentally Photoaged Bovine and Porcine RPE Melanosomes -A52 C/EBPβ Regulates the Neuronal Differentiation and the Expression of InsulinLike Growth Factor Binding Protein-5 in Human Retinal Pigment Epithelial (RPE) Cells Induced by N-(4-Hydroxyphenyl)Retinamide"
4978,4487976,1," Background Methods Design and setting Recruitment and participants Topic guide Data collection Data analysis Ethics considerations Results Participants Need for supportive interaction with health professionals Different levels of education and information Geographical disparities in access to services and supplies Financial cost of foot complications ""You have to go down to [names town] to fill out forms and see if you can get your money back. That should definitely be made easier."" (Liam) Medical card as lifeline Discussion Importance of emotional support during treatment Necessity for early education and information Variation in provision of services and supplies Responsibility of health care system Taking into consideration wider social circumstances Strengths and limitations Conclusion Appendix 1: Topic guide General background"
4979,9003372,0, INTRODUCTION EXPERIMENTAL Materials Cell culture conditions Isolation of rat pancreatic islets Determination of internucleosomal DNA cleavage Fluorescence microscopy Scanning electron microscopy Transmission electron microscopy Immunological determination of proteins glycated by fructose in HIT cells Measurement of intracellular peroxide levels by flow cytometry analysis Nitrite determination Gel-mobility shift assay Measurement of carbonyl levels Measurement of malondialdehyde levels RESULTS Internucleosomal DNA cleavage and morphological changes induced by reducing sugars Immunological determination of glycated proteins in HIT cells treated with fructose Reducing sugars increase intracellular peroxide levels in HIT cells Increases in carbonyl and malondialdehyde levels induced by reducing sugars Involvement of oxidative stress in induction of apoptosis by reducing sugars Figure 5 Internucleosomal DNA cleavage induced by reducing sugars in isolated rat pancreatic islets Internucleosomal DNA cleavage triggered by reducing sugars in isolated rat pancreatic islets Figure 6 Morphological evidence for apoptosis by scanning electron microscopy Morphological evidence for apoptosis by electron microscopy Figure 7 Morphological evidence for apoptosis by electron transmission microscopy DISCUSSION
4980,15596543,0, Introduction Results Activin A and betacellulin increase Pax4 Pax4 induces genes implicated in proliferation and survival Hormone expression profiling of AdCMVPax4IRESGFP-infected islets Pax4 transactivates both the c-myc and Pax4 overexpression attenuates insulin secretion in islets Induction of Pax4 stimulates human islet -cell proliferation and protects against apoptosis Discussion Materials and methods Islet isolation and culture Plasmid and adenovirus constructions Adenoviral infection of islets Transient transfection assays Nuclear extract preparation and EMSA Hormone radioimmunoassays Glucose oxidation and ATP production Mitochondrial calcium measurements Immunohistochemistry Cell proliferation and TUNEL assays Statistical analysis
4981,21180997,1, INTRODUCTION INTRODUCTION INTRODUCTION INTRODUCTION INTRODUCTION METHODS METHODS METHODS METHODS METHODS RESULTS RESULTS RESULTS RESULTS RESULTS DISCUSSION DISCUSSION DISCUSSION DISCUSSION DISCUSSION RESUMO
4982,24925944,0, Evidence Context Implementation
4983,24773862,1, INTRODUCTION METHODS Abbreviations BMI: body mass index RESULTS Glycemic Control Weight Control Lipid Control DISCUSSION CONCLUSIONS CONFLICTS OF INTEREST
4984,27766967,0, Background Open Access Case presentation Conclusions
4985,23882954,1, Methods Statistical analysis Results Discussion ‫املتوسط‬ ‫لرشق‬ ‫الصحية‬ ‫املجلة‬ ‫عرش‬ ‫التاسع‬ ‫املجلد‬ ‫الرابع‬ ‫العدد‬
4986,17110523,1, Materials and Methods Results Selection of a Stable Peptide That Retains Full Selective and Stable VPAC2 Agonist Peptides 903 Discussion
4987,24707254,0, Introduction Case Report Discussion Disclosure Statement
4988,26335571,0," Materials and Methods Ethics statement Generation of transgenic MT mice with C57BL/6J background Glucose tolerance test and insulin assay Pancreatic islet isolation and morphology assessment Pancreatic insulin content measurement Islet DNA, protein and insulin contents Insulin secretion Gene Glut2 Gck Pdx1 Foxo1 Ucp2 B2m Actb Rn18s Rpl13a Immunohistochemical analysis Data presentation and statistical analysis Results Pancreatic insulin content decreased in MT-tg mice Insulin secretion in islets of MT-tg mice Abnormal morphology and contents in islets isolated from MT-tg male mice Alteration of gene expression in MT-tg mice PDX1 expression level decreased in MT-tg mice Discussion MT overexpression might interfere with ROS signals Unique gene expression pattern in MT-tg mice suggests that MT overexpression has a unique diabetogenic mechanism in C57BL/6J mice Supporting Information"
4989,12387084,1, INTRODUCTION MATERIAL AND METHODS RESULTS DISCUSSION CONCLUSION
4990,26076974,0, Introduction Review General characteristics of sphingolipids Pathophysiological mechanisms of sphingolipids action Sphingolipids and other factors involved in cardiovascular diseases Sphingolipids in ischemic heart disease Human studies Sphingolipids -myocardial infarction Experimental studies Human studies Sphingolipids in hypertension Experimental studies Human studies Sphingolipids in stroke Experimental studies Human studies Sphingolipids in diabetes mellitus Experimental studies Human studies Conclusions Abbreviations Competing interests
4991,25063871,1," Materials and Methods Bone marrow transfers T1D assessment Synthetic peptides Flow cytometry CFSE-dilution assay BrdU-incorporation assay H-2D b -stabilization assay Refolding and purification of peptide/H-2D b complexes Crystallization, structure determination, and refinement CTL generation Pancreatic islet isolation and culture of islet-infiltrating T cells IFN-g ELISPOT Isolation of medullary thymic epithelial cells and real-time quantitative RT-PCR analysis of insulin and DMK expression Statistical analysis Results AI4 T cells recognize an atypical 7-mer peptide derived from insulin and presented by H-2D b Islet infiltrates from NOD mice demonstrate reactivity to YQLENYC or its extended mimotopes Crystal structure of MimA2/H-2D b and its implications for T cell promiscuity Unique structural features of the interaction between YQLENYC and H-2D b Discussion"
4992,20571589,1, INTRODUCTION Eligible women: Women Health Outreach Program Services offered: 1-Screening for obesity: 2-Screening for diabetes and hypertension: 3-Screening for breast cancer: 4-Pre-operative assessment: Women Health Outreach Program A-Clinical assessment: B-Tissue sampling: 5-Operative intervention: 6-Post operative care: Screening interval: Work plan design: Multidisciplinary team work: Database development: Website: Call center -19507: The National Foundation for Breast Cancer Elimination: Population response: Women Health Outreach Program Challenges: Screening method-associated benefits and drawbacks:
4993,18267994,1, D Methods Patients Procedures Measures Data Analysis Results Conclusions
4994,25077824,1, Introduction Materials and methods Animals STZ-induced diabetic mice Endotoxemia model Morphological analysis Apoptotic analysis Immunohistochemical staining Measurement of IL-1β and TNF-α in heart tissue and serum Measurement of IL-1β and TNF-α in the supernatant of primary peritoneal macrophages Western blot analysis Statistical analysis Results Glibenclamide attenuated myocardial injury by LPS in STZ-mice Glibenclamide attenuated myocardial apoptosis by LPS in STZ-mice Glibenclamide decreased macrophage infiltration in the cardiocytes by LPS in STZ-mice Glibenclamide inhibited Nalp3 and Caspase-1 expression by high glucose and LPS in cultured primary peritoneal macrophages Discussion Conclusions Additional files
4995,26438568,0, Introduction Discovering the non-coding genome functions of pancreatic tissues Pancreatic islet non-coding RNAs Regulatory element maps of adult human islets Regulatory element maps of human pancreatic progenitors Journal of Molecular Endocrinology Review Interconnections of non-coding genomic functions Enhancer clusters and pancreatic islet-cell identity Genetic variation in enhancers and diabetes Systematic identification of functional variants Next challenges for T2D variant discovery Concluding remarks and perspectives Declaration of interest
4996,20364152,0, Introduction Materials and methods Establishment and grouping of a diabetes mellitus (DM) rat model Penile erection experiment Reverse transcription-polymerase chain reaction (RT-PCR) analysis Western blot analysis Statistical analysis Results Animal model Impact of DM on rats' penile erection Impact of DM on SK3 and IK1 expressions Discussion
4997,25551101,1, Background Materials and methods Animals Diabetes induction Levels of FBS Levels of TBARS Statistical analysis Results Effect of SKE on FBS of diabetic rats Effect of SKE on serum TBARS of diabetic rats Effect of SKE on kidney TBARS content of diabetic rats Effect of SKE on liver TBARS content of diabetic rats In vitro oxidation of LDL Discussion Effect of SKE on serum lipid peroxidation In vitro antioxidant activity of SKE Conclusion
4998,19087305,1, Background Methods Classification of Indications for CABG Surgery Statistical Analysis Results Discussion Percent of CABG Surgery for SEIs Number of Hospitals Percent of CABG Surgery for SEIs Nu m b er o f S u rg eo n s
4999,5765810,0," INTRODUCTION MATERIALS AND METHODS Chemicals and reagents Preparation of plant material Fatty acid methylation and analysis HPLC Phenolic compounds analysis in sage methanol extract In vitro experiment Glycerol release Lipid droplets accumulation In vivo experiment Analysis Biochemical analysis Body composition Energy expenditure Oral Glucose Tolerance Test (OGTT) and Insulin Tolerance Test (ITT) Liver Triglycerides measurement Liver glycogen measurement Inflammatory cytokines measurement Statistical analysis RESULTS Glycerol release in 3T3-L1 cells Lipid droplets accumulation Oral glucose tolerance test (OGTT) and insulin tolerance test (ITT) Group A Control Group C 400 mg kg −1 Group D Rosiglitazone Effect of treatment on food intake, on body weight gain and energy expenditure Fatty acids composition of Sage MetOH extract DISCUSSION Phenolic CONCLUSION Animal Ethics"
5000,1547918,1, Subjects and methods Subjects Methods Muscle biopsies Assays Calculations Statistical analysis Results Discussion
5001,4764263,1, Introduction Methods Results Discussion Conflict of interest
5002,21912612,1, Introduction Materials and Methods Induction of diabetes Experimental protocol Measurements of plasma and cardiac APN level Plasma biochemical analysis RNA extraction and RT-PCR Immunoprecipitation and western blot analysis Myocardial infarction and infarct size determination in vivo Rat cardiomyocytes isolation and cell treatment Statistical analysis Results Oxidative stress marker free 15-F2t-IsoP levels Plasma IL-6 and TNF-a Cardiac and/or plasma APN expression/secretion APN receptors and the downstream signaling pathways Hemodynamics and infarct size Effects of cardiac APN on AdipoR2 expression in rat cardiomyocytes under high-glucose Discussion
5003,25652365,0," Background Disseminate the information to appropriate audiences: Re-conceptualize discourse around CMDs within the context of NCDs and educate health professionals, patients and stakeholders accordingly Conclusion"
5004,24265744,1," Introduction Materials and Methods Induction of Diabetes Implantation of Silicone Rubber Chambers Electrical Stimulation Protocols Electrophysiological Techniques Histological Techniques Changes in mRNA Levels of FGF, NGF, PDGF, and TGF-b of Rat Sciatic Nerve Segments Conditioned by IL-1b Image Analysis Statistical Analysis Results Discussion"
5005,27362756,1, I. INTRODUCTION II. PROPOSED METHOD A. Image Preprocessing B. Candidate Extraction Using Multilayered Dark Object Filtering 7: C. Extraction of SSA-Based Cross-Section Profiles D. Feature Extraction and Classification System Background III. EXPERIMENTS AND RESULTS A. Setups B. Evaluation on Various Retinal Image Datasets C. Analysis of Misclassification D. Discussion IV. CONCLUSION
5006,16820938,1, Introduction Materials and methods Characteristic Results Discussion Gene 299-308 29/6/06 12:19 Page 303
5007,25001472,1, INTRODUCTION METHODS Study population Site selection Baseline evaluation and data management Statistical analysis RESULTS DISCUSSION CONCLUSIONS CLARIFY REgISTRY INvESTIgATORS IN POLAND
5008,3301073,0, 1.20 False-Positive Ketostix in a Diabetic on Antihypertensive Therapy Drug interference
5009,21483296,1," INTRODUCTION METHODS Ethical considerations Original Scientific Articles Ma-Pi 2 Diet Typical Composition Food* (Source) Grams Per Person Per Day Brown rice (MINAGRI, Cuba) 350 Millet (La Salvia, Italy) 25 Onion (MINAGRI, Cuba) 200 Radish (Urban Agriculture, Cuba) 40 Chickpeas (MINAGRI, Cuba) 30 Original Scientific Articles RESULTS Peer Reviewed Original Scientific Articles DISCUSSION Original Scientific Articles Original Scientific Articles CONCLUSIONS"
5010,5433032,1, Background Methods Patients and study design Measurements Statistical analysis Results Discussion Table 2 Baseline values and changes in bone remodeling marker values in vildagliptin and gliclazide MR treatment groups Conclusions Authors' contributions Author details
5011,16928662,0, Introduction Obesity therapy Assessment of obesity Adjunctive therapy Pharmacotherapy: When and how? Duration Current and emerging pharmacotherapies Current pharmacotherapy Sibutramine Mechanism of action Use Efficacy Safety Orlistat Mechanism of action Use Efficacy Safety Rimonabant Mechanism of action Efficacy Safety Glucagon-like peptide-1 (GLP-1) based drugs Pramlintide APD-356 19 AOD-9604 Discussion Summary
5012,26188812,1, Background Methods Assessment of Quality of Life (QoL) Sample size Statistical analysis Results Patient characteristics Quality of Life (QoL) Discussion Conclusion
5013,22315719,0," HISTORY OF VIRAL ASSOCIATIONS WITH T1D Enteroviruses and T1D: A Long History ANIMAL MODELS AND MECHANISMS BY WHICH VIRUSES COULD IMPACT T1D Mice Rats K.T. Coppieters et al. Evidence for Islet-Specific Infection Molecular Mimicry The Concept of ""Bystander"" Activation Protective immunity Antigenic spreading Molecular mimicry K.T. Coppieters et al. 6 The Fertile Field Hypothesis EVIDENCE FOR VIRAL INFECTION OF THE PANCREAS Direct Evidence of Viral Infection of the Pancreas in T1D DIFFICULTIES IN IDENTIFYING A ROLE FOR VIRUSES IN T1D AND THERAPEUTIC IMPLICATIONS Temporal Divergence of Viral Insult and Clinical Onset Multiple Viruses May Provoke Disease in Similar Fashion Alignment with the Hygiene Hypothesis Immunization Strategies: Why Not Now? CONCLUDING REMARKS ACKNOWLEDGMENTS"
5014,4429106,1, Method Results Conclusion
5015,28797280,0, Background Methods Design and sample Page 3 of 7 Kugbey et al. BMC Res Notes (2017) 10:381 Diabetes knowledge test [26] Brief illness perception questionnaire [27] Procedure Ethical considerations Data analyses Results Demographic characteristics of the sample Relationship between diabetes self-care practices and other study variables Predictors of diabetes self-care practices Discussion Conclusion
5016,25384048,0, Introduction Methods Data source/study populations Variables Statistical analyses Results Description of study populations Discussion
5017,21129838,1, Introduction 38 Material and Methods Literature search Study selection Data extraction Chapter 3 Study quality Analysis Diagnosis of GDM Results Comment 44
5018,23913943,0, Materials and Methods Subjects Study procedures and blood analyses Endothelium-dependent dilation Endothelial cell protein expression Statistics Results Subject characteristics Evidence of UPR activation in endothelial cells of obese individuals Relation between UPR activation and variables of interest Discussion
5019,24910190,0, Introduction Methods Animals Quantification of H2O2 Determination of the reduced/oxidized glutathione ratio Western blotting for 3-NT Dual immunofluorescence Quantitative immunostaining for eNOS Statistical analysis Results Evaluation of systemic oxidative stress in non-diabetic and diabetic rats Local production of H2O2 by penile tissue Assessment of penile 3-NT content in early and late staged diabetes eNOS protein expression in diabetic cavernosal tissue Discussion
5020,27731551,1, Introduction Patients and Methods Statistical Analysis Results Discussion Conclusion
5021,26158608,1, Materials and Methods Data sources Identification of study sample Severity of diabetes and the adapted Diabetes Complications Severity Index Definition of dementia Potential confounding factors Statistical analysis Results Sensitivity analysis Discussion Strengths and limitations Conclusions
5022,21460104,0, viii LIST OF TABLES xii DIABETES DIABETES SELF-CARE GOAL SETTING AND BARRIER IDENTIFICATION DEPRESSION AND DIABETES DEPRESSION TREATMENT AND DIABETES PURPOSE OF THE STUDY METHODS STUDY SETTING MEASUREMENT STATISTICAL ANALYSIS COMPARISONS BETWEEN PATIENTS INCLUDED AND EXCLUDED UNADJUSTED SELF-IDENTIFIED BEHAVIOR CHANGE GOALS AND UNADJUSTED BARRIERS TO DIABETES SELF-CARE LINEAR REGRESSION MODELS DISCUSSION SUMMARY OF FINDINGS SIGNIFICANCE OF THE STUDY POSSIBLE EXPLANATIONS LIMITATIONS FUTURE STUDIES PUBLIC HEALTH SIGNIFICANCE TABLES AND FIGURE Morrow AS et al. (2008) 13 Ismail K et al. (2008) 55 Huang ES et al. (2005) 14 Olivarius NF et al. (2001) 18 Wagner J et al. (2005) 26 Nagelkerk J et al. (2006) 27 Daly JM et al. (2009) 28 Gonzalez JS et al. (2007) 41 Park HS et al. (2004) 40 Kalsekar ID et al. (2006) 42 33 SMBG: Self-Monitoring Of Blood Glucose MPR: Medication Possession Ratio Randomized controlled trials Randomized controlled trials Lustman PJ et al. (1998) 49 Williams JW et al. (2004) 50 Lin EH et al. 37
5023,15938029,0, Potential Causes of Nephron Underdosing: Maternal/Fetal Malnutrition Nephron Underdosing and Maternal Diabetes Nephron Underdosing and Propensity to Glomerular Injury Nephron Underdosing and Salt Sensitivity Conclusion
5024,24145258,0, INTRODUCTION MATERIALS & METHODS Preliminary Visit Study design and Recruitment phase Subjects Interview procedure Statistical analysis RESULTS Subjects Male and female Knowledge Performance of knowledge-related questions (KQs) Comparison of knowledge between different indigenous settlements Behaviour and Preference DISCUSSION Knowledge Behaviour Strengths and limitations Future Study CONCLUSION
5025,19390124,1, INTRODUCTION METHODS RESULTS Rizka H. Asdie DISCUSSION
5026,16399206,0," Introduction Longitudinal studies support Type 2 diabetes and Alzheimer's disease Hyperinsulinaemia and the risk of Alzheimer's disease in the absence of ApoE4 Insulin-degrading enzyme Insulin-degrading enzyme degrades insulin, amylin and amyloid-peptide Genetic variation of IDE has been associated with AD as well as type 2 diabetes Summary and future research"
5027,23273229,1, Introduction Patients and Methods Results Discussion
5028,15198656,1, INTRODUCTION MATERIALS AND METHODS Reagents Animal model Immunohistochemistry Evaluation Analysis RESULTS DRG neurones from diabetic rats demonstrated a significant increase in activated caspase-3-positive and TUNEL-positive neurones compared with controls DISCUSSION
5029,18370654,1, INTRODUCTION MATERIALS AND METHODS RESULTS LOW-CARBOHYDRATE DIET AND DIABETES 293 DISCUSSION LOW-CARBOHYDRATE DIET AND DIABETES 297
5030,22828580,1, Introduction Introduction Methods Results Discussion Conclusion
5031,24110187,1, I. INTRODUCTION A. Proposed method II. METHODS A. Fat/non-Fat separation based L 2 E B. VAT/SAT separation through deformable registration along slice stack C. VAT region of interest (ROI) setup based on skeleton atlas D. Validation based on semi-manual ground truth III. EXPERIMENTAL RESULTS A. Statistical Analysis for VAT/SAT separation
5032,22385762,1, introduction materials and methods Interviews and Clinical Measures Clinical Definitions Statistical Analysis results discussion Diabetes in México Diabetes in México references
5033,27186963,1, Objective Methods Results Conclusion 15th World Congress in Fetal Medicine
5034,18465681,1, Abstract & Material and Methods & Results & HbA 1c -age and duration of diabetes HbA 1c -treatment
5035,4445275,0, Introduction Materials and methods Production of scaffolds Preparation for in vivo implantation Animal experiments Histological staining GAPDH VIC MGB 4352339E TNFα Mm 00443260_g1 1172346 IL1β IL6 Mm 00446190_m1 1169749 IL4 Mm 00445259_m1 1173207 IL10 Mm 00439614_m1 1172560 HIF1α Quantification of immunostaining Western blotting Microarray Statistical analysis Results Gene ontology analysis Cell migration to the construct Immunofluorescent staining and Western blotting Discussion Conclusions
5036,25870084,1, Introduction Method Results and discussion Funding Conflict of interest
5037,24532761,0, HUGH C RAYNER RASHEED AHMAD Neurology: still in fi rst gear
5038,19750032,0, INTRODUCTION METHODS Data Patients Effect of Prescription Copayments on Adherence and Treatment Failure with Oral Antidiabetic Medications ABSTRACT OUTCOME METRICS Demographic and Clinical Data Copays Treatment Patterns Adherence Clinical Outcomes for Hemoglobin A 1c STATISTICAL ANALYSIS RESULTS Demographics Copays and Oral Antidiabetic Drugs Treatment Patterns Copayments Multivariate Analyses Copays and Oral Antidiabetic Drugs DISCUSSION Copays and Oral Antidiabetic Drugs STUDY LIMITATIONS CONCLUSION
5039,11358937,1, Methods Population Mortality Data Data Analysis Results Prevalence of ARFs in Younger and Older Hypertensive Men CVD Mortality in Younger and Older Hypertensive Men According to the Number of ARFs Respective Roles of BP Increase and ARFs in CVD Mortality Discussion Thomas et al Risk Factors and Mortality in Hypertensive Men 1259 Prevalence of Risk Factors in Younger and Older Hypertensive Men Role of Hypertension in CVD Risk in Younger and Older Hypertensive Men Clinical Implications and Conclusions
